Region,Description,IOIG code,Column group,Direct only,Year 1 $m,HEC category,Weight
ACT,"Transport services, holidays and accommodation - Employment, travel agency and other administrative services",7210,Q1_HFCE,N,,"Transport services, holidays and accommodation",0.1
ACT,Medical products and appliances - Human pharmaceutical and medicinal product manufacturing,1801,Q1_HFCE,N,,Medical products and appliances,1.0
ACT,Recreational and cultural services - Sports and recreation,9101,Q1_HFCE,N,,Recreational and cultural services,0.4
ACT,"Recreational and cultural services - Heritage, creative and performing arts",8901,Q1_HFCE,N,,Recreational and cultural services,0.25
ACT,Recreational and cultural services - Gambling,9201,Q1_HFCE,N,,Recreational and cultural services,0.25
ACT,Recreational and cultural services - Motion picture and sound recording,5501,Q1_HFCE,N,,Recreational and cultural services,0.1
ACT,Furniture and furnishings - Furniture manufacturing,2501,Q1_HFCE,N,,Furniture and furnishings,1.0
ACT,"Audio-visual, photographic and IT equipment - Professional, scientific, computer and electronic equipment manufacturing",2401,Q1_HFCE,N,,"Audio-visual, photographic and IT equipment",1.0
ACT,Personal care - Personal services,9501,Q1_HFCE,N,,Personal care,0.55
ACT,Personal care - Cleaning compounds and toiletry preparation manufacturing,1804,Q1_HFCE,N,,Personal care,0.45
ACT,Rent - Actual rent for housing,6701,Q1_HFCE,N,,Rent,1.0
ACT,Catering services - Food and beverage services,4501,Q1_HFCE,N,,Catering services,1.0
ACT,Telephone and internet services - Telecommunication services,5801,Q1_HFCE,N,,Telephone and internet services,0.85
ACT,Telephone and internet services - Internet service providers and data processing,5701,Q1_HFCE,N,,Telephone and internet services,0.15
ACT,Dwelling repairs/maintenance/improvements - Construction services,3201,Q1_HFCE,N,,Dwelling repairs/maintenance/improvements,0.65
ACT,Dwelling repairs/maintenance/improvements - Residential building construction,3001,Q1_HFCE,N,,Dwelling repairs/maintenance/improvements,0.35
ACT,"Electricity, gas and other fuels - Electricity transmission, distribution, on selling",2605,Q1_HFCE,N,,"Electricity, gas and other fuels",0.7
ACT,"Electricity, gas and other fuels - Gas supply",2701,Q1_HFCE,N,,"Electricity, gas and other fuels",0.3
ACT,Health services - Health care services,8401,Q1_HFCE,N,,Health services,1.0
ACT,Food and non-alcoholic beverages - Other food product manufacturing,1109,Q1_HFCE,N,,Food and non-alcoholic beverages,0.28
ACT,Food and non-alcoholic beverages - Meat and meat product manufacturing,1101,Q1_HFCE,N,,Food and non-alcoholic beverages,0.18
ACT,Food and non-alcoholic beverages - Fruit and vegetable product manufacturing,1104,Q1_HFCE,N,,Food and non-alcoholic beverages,0.12
ACT,Food and non-alcoholic beverages - Dairy product manufacturing,1103,Q1_HFCE,N,,Food and non-alcoholic beverages,0.1
ACT,Food and non-alcoholic beverages - Bakery product manufacturing,1107,Q1_HFCE,N,,Food and non-alcoholic beverages,0.1
ACT,"Food and non-alcoholic beverages - Soft drinks, cordials and syrup manufacturing",1201,Q1_HFCE,N,,Food and non-alcoholic beverages,0.1
ACT,Food and non-alcoholic beverages - Grain mill and cereal product manufacturing,1106,Q1_HFCE,N,,Food and non-alcoholic beverages,0.06
ACT,Food and non-alcoholic beverages - Sugar and confectionery manufacturing,1108,Q1_HFCE,N,,Food and non-alcoholic beverages,0.06
ACT,Household appliances - Domestic appliance manufacturing,2404,Q1_HFCE,N,,Household appliances,1.0
ACT,"Tobacco - Wine, spirits and tobacco",1205,Q1_HFCE,N,,Tobacco,1.0
ACT,Insurance (cash-outlay basis) - Insurance and superannuation funds,6301,Q1_HFCE,N,,Insurance (cash-outlay basis),1.0
ACT,Social protection and aged care - Residential care and social assistance services,8601,Q1_HFCE,N,,Social protection and aged care,1.0
ACT,"Alcoholic beverages - Wine, spirits and tobacco",1205,Q1_HFCE,N,,Alcoholic beverages,0.6
ACT,Alcoholic beverages - Beer manufacturing,1202,Q1_HFCE,N,,Alcoholic beverages,0.4
ACT,"Rates, water and body corporate - Water supply, sewerage and drainage services",2801,Q1_HFCE,N,,"Rates, water and body corporate",0.45
ACT,"Rates, water and body corporate - Public administration and regulatory services",7501,Q1_HFCE,N,,"Rates, water and body corporate",0.35
ACT,"Rates, water and body corporate - Non-residential property operators and real estate services",6702,Q1_HFCE,N,,"Rates, water and body corporate",0.2
ACT,Motor vehicle purchase - Motor vehicles and parts; other transport equipment manufacturing,2301,Q1_HFCE,N,,Motor vehicle purchase,1.0
ACT,"Telephone equipment - Professional, scientific, computer and electronic equipment manufacturing",2401,Q1_HFCE,N,,Telephone equipment,1.0
Aus,"Other recreation durables, gardens and pets - Other manufactured products",2502,Q1_HFCE,N,,"Other recreation durables, gardens and pets",0.55
Aus,"Other recreation durables, gardens and pets - Other agriculture",0103,Q1_HFCE,N,,"Other recreation durables, gardens and pets",0.25
Aus,"Other recreation durables, gardens and pets - Other food product manufacturing",1109,Q1_HFCE,N,,"Other recreation durables, gardens and pets",0.2
Aus,Financial and other services - Finance,6201,Q1_HFCE,N,,Financial and other services,0.7
Aus,Financial and other services - Auxiliary finance and insurance services,6401,Q1_HFCE,N,,Financial and other services,0.3
Aus,Personal effects - Other manufactured products,2502,Q1_HFCE,N,,Personal effects,1.0
Aus,"Household textiles, glassware and utensils - Textile product manufacturing",1303,Q1_HFCE,N,,"Household textiles, glassware and utensils",0.45
Aus,"Household textiles, glassware and utensils - Glass and glass product manufacturing",2001,Q1_HFCE,N,,"Household textiles, glassware and utensils",0.2
Aus,"Household textiles, glassware and utensils - Ceramic product manufacturing",2002,Q1_HFCE,N,,"Household textiles, glassware and utensils",0.15
Aus,"Household textiles, glassware and utensils - Other fabricated metal product manufacturing",2204,Q1_HFCE,N,,"Household textiles, glassware and utensils",0.2
Aus,Tools and equipment for house and garden - Other fabricated metal product manufacturing,2204,Q1_HFCE,N,,Tools and equipment for house and garden,0.6
Aus,Tools and equipment for house and garden - Specialised and other machinery and equipment manufacturing,2405,Q1_HFCE,N,,Tools and equipment for house and garden,0.4
Aus,Postal services - Postal and courier pick-up and delivery service,5101,Q1_HFCE,N,,Postal services,1.0
Aus,"Education - Arts, sports, adult and other education services",8210,Q1_HFCE,N,,Education,0.5
Aus,"Education - Technical, vocational and tertiary education services",8110,Q1_HFCE,N,,Education,0.35
Aus,Education - Primary and secondary education services,8010,Q1_HFCE,N,,Education,0.15
Aus,"Vehicle operation (fuel, servicing, etc.) - Petroleum and coal product manufacturing",1701,Q1_HFCE,N,,"Vehicle operation (fuel, servicing, etc.)",0.55
Aus,"Vehicle operation (fuel, servicing, etc.) - Automotive repair and maintenance",9401,Q1_HFCE,N,,"Vehicle operation (fuel, servicing, etc.)",0.45
Aus,"Routine household maintenance - Building cleaning, pest control and other support services",7310,Q1_HFCE,N,,Routine household maintenance,0.6
Aus,Routine household maintenance - Other repair and maintenance,9402,Q1_HFCE,N,,Routine household maintenance,0.4
Aus,Clothing and footwear - Clothing manufacturing,1305,Q1_HFCE,N,,Clothing and footwear,0.8
Aus,Clothing and footwear - Footwear manufacturing,1306,Q1_HFCE,N,,Clothing and footwear,0.2
Aus,"Newspapers, books and stationery - Publishing (except internet and music publishing)",5401,Q1_HFCE,N,,"Newspapers, books and stationery",0.7
Aus,"Newspapers, books and stationery - Paper stationery and other converted paper product manufacturing",1502,Q1_HFCE,N,,"Newspapers, books and stationery",0.3
Aus,"Transport services, holidays and accommodation - Accommodation",4401,Q1_HFCE,N,,"Transport services, holidays and accommodation",0.4
Aus,"Transport services, holidays and accommodation - Air and space transport",4901,Q1_HFCE,N,,"Transport services, holidays and accommodation",0.35
Aus,"Transport services, holidays and accommodation - Road transport",4601,Q1_HFCE,N,,"Transport services, holidays and accommodation",0.15
Aus,"Transport services, holidays and accommodation - Employment, travel agency and other administrative services",7210,Q1_HFCE,N,,"Transport services, holidays and accommodation",0.1
Aus,Medical products and appliances - Human pharmaceutical and medicinal product manufacturing,1801,Q1_HFCE,N,,Medical products and appliances,1.0
Aus,Recreational and cultural services - Sports and recreation,9101,Q1_HFCE,N,,Recreational and cultural services,0.4
Aus,"Recreational and cultural services - Heritage, creative and performing arts",8901,Q1_HFCE,N,,Recreational and cultural services,0.25
Aus,Recreational and cultural services - Gambling,9201,Q1_HFCE,N,,Recreational and cultural services,0.25
Aus,Recreational and cultural services - Motion picture and sound recording,5501,Q1_HFCE,N,,Recreational and cultural services,0.1
Aus,Furniture and furnishings - Furniture manufacturing,2501,Q1_HFCE,N,,Furniture and furnishings,1.0
Aus,"Audio-visual, photographic and IT equipment - Professional, scientific, computer and electronic equipment manufacturing",2401,Q1_HFCE,N,,"Audio-visual, photographic and IT equipment",1.0
Aus,Personal care - Personal services,9501,Q1_HFCE,N,,Personal care,0.55
Aus,Personal care - Cleaning compounds and toiletry preparation manufacturing,1804,Q1_HFCE,N,,Personal care,0.45
Aus,Rent - Actual rent for housing,6701,Q1_HFCE,N,,Rent,1.0
Aus,Catering services - Food and beverage services,4501,Q1_HFCE,N,,Catering services,1.0
Aus,Telephone and internet services - Telecommunication services,5801,Q1_HFCE,N,,Telephone and internet services,0.85
Aus,Telephone and internet services - Internet service providers and data processing,5701,Q1_HFCE,N,,Telephone and internet services,0.15
Aus,Dwelling repairs/maintenance/improvements - Construction services,3201,Q1_HFCE,N,,Dwelling repairs/maintenance/improvements,0.65
Aus,Dwelling repairs/maintenance/improvements - Residential building construction,3001,Q1_HFCE,N,,Dwelling repairs/maintenance/improvements,0.35
Aus,"Electricity, gas and other fuels - Electricity transmission, distribution, on selling",2605,Q1_HFCE,N,,"Electricity, gas and other fuels",0.7
Aus,"Electricity, gas and other fuels - Gas supply",2701,Q1_HFCE,N,,"Electricity, gas and other fuels",0.3
Aus,Health services - Health care services,8401,Q1_HFCE,N,,Health services,1.0
Aus,Food and non-alcoholic beverages - Other food product manufacturing,1109,Q1_HFCE,N,,Food and non-alcoholic beverages,0.28
Aus,Food and non-alcoholic beverages - Meat and meat product manufacturing,1101,Q1_HFCE,N,,Food and non-alcoholic beverages,0.18
Aus,Food and non-alcoholic beverages - Fruit and vegetable product manufacturing,1104,Q1_HFCE,N,,Food and non-alcoholic beverages,0.12
Aus,Food and non-alcoholic beverages - Dairy product manufacturing,1103,Q1_HFCE,N,,Food and non-alcoholic beverages,0.1
Aus,Food and non-alcoholic beverages - Bakery product manufacturing,1107,Q1_HFCE,N,,Food and non-alcoholic beverages,0.1
Aus,"Food and non-alcoholic beverages - Soft drinks, cordials and syrup manufacturing",1201,Q1_HFCE,N,,Food and non-alcoholic beverages,0.1
Aus,Food and non-alcoholic beverages - Grain mill and cereal product manufacturing,1106,Q1_HFCE,N,,Food and non-alcoholic beverages,0.06
Aus,Food and non-alcoholic beverages - Sugar and confectionery manufacturing,1108,Q1_HFCE,N,,Food and non-alcoholic beverages,0.06
Aus,Household appliances - Domestic appliance manufacturing,2404,Q1_HFCE,N,,Household appliances,1.0
Aus,"Tobacco - Wine, spirits and tobacco",1205,Q1_HFCE,N,,Tobacco,1.0
Aus,Insurance (cash-outlay basis) - Insurance and superannuation funds,6301,Q1_HFCE,N,,Insurance (cash-outlay basis),1.0
Aus,Social protection and aged care - Residential care and social assistance services,8601,Q1_HFCE,N,,Social protection and aged care,1.0
Aus,"Alcoholic beverages - Wine, spirits and tobacco",1205,Q1_HFCE,N,,Alcoholic beverages,0.6
Aus,Alcoholic beverages - Beer manufacturing,1202,Q1_HFCE,N,,Alcoholic beverages,0.4
Aus,"Rates, water and body corporate - Water supply, sewerage and drainage services",2801,Q1_HFCE,N,,"Rates, water and body corporate",0.45
Aus,"Rates, water and body corporate - Public administration and regulatory services",7501,Q1_HFCE,N,,"Rates, water and body corporate",0.35
Aus,"Rates, water and body corporate - Non-residential property operators and real estate services",6702,Q1_HFCE,N,,"Rates, water and body corporate",0.2
Aus,Motor vehicle purchase - Motor vehicles and parts; other transport equipment manufacturing,2301,Q1_HFCE,N,,Motor vehicle purchase,1.0
Aus,"Telephone equipment - Professional, scientific, computer and electronic equipment manufacturing",2401,Q1_HFCE,N,,Telephone equipment,1.0
